historic-landfill-site	name	licence-holder
historic-landfill-site:EAHLD06330	NewshamReservoirEast	BritishRailwaysBoard
historic-landfill-site:EAHLD06331	CragmillQuarry	RMCRoadstoneLimited
historic-landfill-site:EAHLD06332	WarkworthTreatmentWorks	TheCognetWaterBoard
historic-landfill-site:EAHLD06333	FordCommon	MarkCuddigan
historic-landfill-site:EAHLD06597	AreaCNorthWestofEshWin
historic-landfill-site:EAHLD06598	KelloeAreaD
historic-landfill-site:EAHLD06599	SherburnQuarryAreaC
historic-landfill-site:EAHLD06600	SherburnHillAreaE
historic-landfill-site:EAHLD06601	PityMeAreaB
historic-landfill-site:EAHLD06602	AreaEWingateQuarry
historic-landfill-site:EAHLD06603	AreaGEastofHorden
historic-landfill-site:EAHLD06604	AreaHSouthofShottonColl
historic-landfill-site:EAHLD06605	AreaANorthofSeaham
historic-landfill-site:EAHLD06606	AreaANorthofByersGreen
historic-landfill-site:EAHLD06609	FulwellQuarryNo.2	TyneandWearCountyCouncil
historic-landfill-site:EAHLD06793	AreaBNorthofEshWinning
historic-landfill-site:EAHLD06796	AreaDWestGrangeVilla
historic-landfill-site:EAHLD06797	NorthofWagtailLane
historic-landfill-site:EAHLD06798	AreaASouthofNoPlace
historic-landfill-site:EAHLD06799	AreaHNorthBeamish
historic-landfill-site:EAHLD06802	TileryFarmNo.2	RichardGlass
historic-landfill-site:EAHLD06803	TileryFarmWingate	RichardGlass
historic-landfill-site:EAHLD06804	WhiteWingsFarm	JAClayton
historic-landfill-site:EAHLD06805	BluehouseBridge
historic-landfill-site:EAHLD04409	NationalCoalBoard	CoaliteandChemicalProductsLimited
historic-landfill-site:EAHLD04410	PartofNewParkSpringTip	NationalCoalBoard
historic-landfill-site:EAHLD04411	AcornWay	BarnsleyMetropolitanBoroughCouncil
historic-landfill-site:EAHLD04412	UpperwoodHall	SouthYorkshireCountyCouncil
historic-landfill-site:EAHLD04413	LandtotherearofBrookfield	STHorrobin
historic-landfill-site:EAHLD04414	EndOfIngsRoad
historic-landfill-site:EAHLD04415	FormerRailwayCutting	BarnsleyMetropolitanBoroughCouncil
historic-landfill-site:EAHLD04416	RailwayCutting	BarnsleyMetropolitanBoroughCouncil
historic-landfill-site:EAHLD04417	BrickworksQuarry	NationalCoalBoard\/DeaneUrbanDistrictCouncil
historic-landfill-site:EAHLD06197	DurhamChemicals	DurhamChemicalsLimited
historic-landfill-site:EAHLD06334	BlackPastureQuarry	WeyrocLimited
historic-landfill-site:EAHLD06335	BruntonOldQuarry
historic-landfill-site:EAHLD06336	MerryShieldsQuarry	Earthstrip(York)Limited
historic-landfill-site:EAHLD06337	Barrington	BedlingtonWasteDisposalLimited
historic-landfill-site:EAHLD06338	Seghill	MrSBurke
historic-landfill-site:EAHLD06339	DenwickSouthQuarry
historic-landfill-site:EAHLD06340	DenwickNorthQuarry	JGGreenandSonsLimited
historic-landfill-site:EAHLD06341	NewlandsQuarry	TheMarleyTileCompanyLimited
historic-landfill-site:EAHLD06610	NCBFulwell
historic-landfill-site:EAHLD06611	FulwellQuarryNo.1\/Phase1	BoroughOfSunderland
historic-landfill-site:EAHLD06813	CrimeRiggQuarry	SherburnStoneCompanyLimited
historic-landfill-site:EAHLD04286	AskernBrickworks	DoncasterRuralDistrictCouncil
historic-landfill-site:EAHLD06612	FulwellQuarryPhase2	DirectorofArchitectureandPlanning
historic-landfill-site:EAHLD06613	FulwellQuarryPhase2B	DirectorofArchitectureandPlanning
historic-landfill-site:EAHLD06614	HighSouthwickQuarry
historic-landfill-site:EAHLD06616	CrossRiggQuarry	BoroughOfSunderland
historic-landfill-site:EAHLD06806	WaverdaleWalker
historic-landfill-site:EAHLD06807	SeatonHallFarmTip
historic-landfill-site:EAHLD06808	EastCramlingtonTippingSite
historic-landfill-site:EAHLD06810	HuntersClose-MurrayClose
historic-landfill-site:EAHLD06811	BruntonQuarry
historic-landfill-site:EAHLD06812	GosforthBrickandTileworks
historic-landfill-site:EAHLD06156	AngloGreatLakesNo.1	AngloGreatLakesCorporationPlc
historic-landfill-site:EAHLD06814	PathheadInterimLandfill
historic-landfill-site:EAHLD04380	BleachCroftFarm	RArmstrong
historic-landfill-site:EAHLD04381	LyonsBakery	LyonsBakery
historic-landfill-site:EAHLD04382	PenistoneChurch	DavidBrownGearIndustries
historic-landfill-site:EAHLD04383	MortimerRoad	GLonigden
historic-landfill-site:EAHLD04384	MoorsideAvenue	LondonHomes
historic-landfill-site:EAHLD04385	DisusedQuarry	PaulBeeverPlantHireLimited
historic-landfill-site:EAHLD04386	QuarryatLangsettFilterStation	YorkshireWaterAuthority
historic-landfill-site:EAHLD04387	DysonCote
historic-landfill-site:EAHLD06342	NewlandsQuarryNo.2	TheMarleyTileCompanyLimited
historic-landfill-site:EAHLD06343	RoseVillaSeghill	ThomasDurkinandSonsLimited
historic-landfill-site:EAHLD06344	LinksQuarry	Craftcrete
historic-landfill-site:EAHLD06361	HarlawHillExtension
historic-landfill-site:EAHLD06346	Kielder	NorthumberlandCountyCouncil
historic-landfill-site:EAHLD06347	MilkhopeBank	JMcBride
historic-landfill-site:EAHLD06348	HeddonCommon	WalkerBrothers(Newburn)Limited
historic-landfill-site:EAHLD06350	FloddenTilesheds	LordJoicey,FordandEtalEstates
historic-landfill-site:EAHLD06351	SilvermoorFarm	AThompsonandSonsLimited
historic-landfill-site:EAHLD06352	Craneshaugh	MGradyLimited
historic-landfill-site:EAHLD06617	NorthHouseFarm	GeorgeVardy
historic-landfill-site:EAHLD06618	LongBeach
historic-landfill-site:EAHLD06619	FlintMillSewerageWorks	DirectorofArchitectureandPlanning,SunderlandBoroughCouncil
historic-landfill-site:EAHLD06620	HettonMoorFarm	GMPearsonandSonsLimited
historic-landfill-site:EAHLD06621	EppletonBridgeRailwayCutting	MessrsAandPHare
historic-landfill-site:EAHLD06622	MurtonLane
historic-landfill-site:EAHLD06623	NewcastleNewbottleLane	JPThompson
historic-landfill-site:EAHLD06624	RaintonBridge	BoroughOfSunderland
historic-landfill-site:EAHLD06625	KirkLeeField
historic-landfill-site:EAHLD06626	Newbottle	CityOfSunderland
historic-landfill-site:EAHLD06815	BeggarsWood
historic-landfill-site:EAHLD06817	CrawcrookQuarrySouth	RytonGravelCompanyLimited
historic-landfill-site:EAHLD06819	CrawcrookQuarryNo.2	RytonGravelCompanyLimited
historic-landfill-site:EAHLD06820	CrawcrookQuarryNo.1	RytonGravelCompanyLimited
historic-landfill-site:EAHLD06821	CrawcrookQuarryNo.3	RytonGravelConpanyLimited
historic-landfill-site:EAHLD06153	DentonQuarry
historic-landfill-site:EAHLD06157	StellaNorth
historic-landfill-site:EAHLD06158	LemingtonGut	MGradyBuilder(Ncle)Limited
historic-landfill-site:EAHLD06159	SandyBanks
historic-landfill-site:EAHLD06160	OldWalbottleBrickworks	TyneandWearCountyCouncil
historic-landfill-site:EAHLD06161	NewburnSands
historic-landfill-site:EAHLD06353	SouthDissington3	DCannonandSon
historic-landfill-site:EAHLD06354	OldFisherLane	NorthTynesideCouncil-EnvironmentalServicesCommittee
historic-landfill-site:EAHLD06355	HalliwellDene	StretchpowerLimited
historic-landfill-site:EAHLD06357	WestPegswood
historic-landfill-site:EAHLD06358	HarlawHill	ChasGInkster
historic-landfill-site:EAHLD06359	HarlawHillNorthQuarry	ChasGInkster
historic-landfill-site:EAHLD06360	HarlawHill4	ChasGInkster
historic-landfill-site:EAHLD06363	RudchesterQuarry	SquadronLeaderJames
historic-landfill-site:EAHLD06364	KentstoneFarm	MrFLMurray
historic-landfill-site:EAHLD06627	EastMoorside
historic-landfill-site:EAHLD06628	RickletonPlayingFields	BoroughOfSunderland
historic-landfill-site:EAHLD06629	Silksworth	BoroughOfSunderlandRecreationDepartment
historic-landfill-site:EAHLD06630	TunstallHopeRoad	AMonkandCompanyLimited
historic-landfill-site:EAHLD06632	SpringwellQuarryNo.1	NaturalStoneQuarriesLimited
historic-landfill-site:EAHLD06634	SpringwellQuarryNo.3	TarmacQuarryProductsLimited
historic-landfill-site:EAHLD06635	BiddickLane	JTBarnesLimited
historic-landfill-site:EAHLD06636	CaldersSite	WashingtonDevelopmentCorporation
historic-landfill-site:EAHLD06637	Hollycarrside
historic-landfill-site:EAHLD06638	WardenLaw	StretchpowerLimited
historic-landfill-site:EAHLD04269	HaighQuarry	MrRogers,LeeSteelStripLimited
historic-landfill-site:EAHLD04271	RidingsQuarry	WakefieldRuralDistrictCouncil
historic-landfill-site:EAHLD06822	Burnside
historic-landfill-site:EAHLD06823	DowfoldQuarry	AMetcalfeandSon
historic-landfill-site:EAHLD06824	Greenfoot	WeardaleMiningandProcessingLimited
historic-landfill-site:EAHLD06825	OldWingateQuarryWasteDispo	DirectorofEnvironment,DurhamCountyCouncil
historic-landfill-site:EAHLD06826	EastAncroftFarmExtension	RNesbittandSons
historic-landfill-site:EAHLD06827	WestWylamExtension	NorthumberlandCountyCouncil
historic-landfill-site:EAHLD06163	ReighBurn
historic-landfill-site:EAHLD06164	ThrockleyWestQuarry	GibbonsNorthernBrickLimited
historic-landfill-site:EAHLD06165	ThrockleyPark
historic-landfill-site:EAHLD06166	Throckley	NorthEastWaterPlc
historic-landfill-site:EAHLD06168	TarmacBricksandTiles	TarmacBricksandTilesLimited
historic-landfill-site:EAHLD06177	TwizellHallFarm	ANCharlton
historic-landfill-site:EAHLD06178	BlueHouseQuarryStage2-3	UKWasteManagementServicesLimited
historic-landfill-site:EAHLD06179	BearparkCollieryWasteHeaps	DurhamCountyCouncil
historic-landfill-site:EAHLD06180	TheMoss	MrAlbertLinsley
historic-landfill-site:EAHLD06181	CrookhallWorks	ThomasSwanandCompanyLimited
historic-landfill-site:EAHLD06365	Craneshaugh2	MGradyLimited
historic-landfill-site:EAHLD06367	BarmoorMillFarm	JGMenziesandSon
historic-landfill-site:EAHLD06369	EllingtonMillFarm	EKStothard
historic-landfill-site:EAHLD06370	BarmoorMillFarmNo.1	JMJackson
historic-landfill-site:EAHLD06372	HeddonMillWasteDisposalSit	QualityConstruction(Northern)Limited
historic-landfill-site:EAHLD06373	Ramshawfield	WMOliver
historic-landfill-site:EAHLD06374	CrammondHill	NorthumberlandCountyCouncil
historic-landfill-site:EAHLD06376	OldDryburnQuarry	NorthumberlandCountyCouncil
historic-landfill-site:EAHLD06639	WardenLawQuarry	AMEYRoadstoneCorporationLimited
historic-landfill-site:EAHLD06640	MountLane
historic-landfill-site:EAHLD06641	SeldomSeen
historic-landfill-site:EAHLD06642	RedBungalows
historic-landfill-site:EAHLD06643	HoughtonColliery	CityOfSunderland-CityBuildingServices
historic-landfill-site:EAHLD06645	WoodhouseFarm	CityOfSunderland(ManagementCommittee)
historic-landfill-site:EAHLD06646	SouthDockNo.21	PortOfSunderlandAuthority
historic-landfill-site:EAHLD06647	BackRichardStreet
historic-landfill-site:EAHLD06649	HayholeRoad	MetropolitanBoroughCouncilOfNorthTyneside
historic-landfill-site:EAHLD04272	WarrenWalk	BarnsleyMetropolitanBoroughCouncil
historic-landfill-site:EAHLD04273	PoplarTerrace	RoystonUrbanDistrictCouncil\/BarnsleyMetropolitanBoroughCouncil
historic-landfill-site:EAHLD04274	LandoffMidlandRoad	BurnsConstructionLimited
historic-landfill-site:EAHLD04275	LandOffCrossLane	MrDHeeley
historic-landfill-site:EAHLD04276	LandoffCronkhillLane	EBoradandCWhite
historic-landfill-site:EAHLD04277	LandoffCronkhillLane	EMawandSon
historic-landfill-site:EAHLD04279	DisusedRailwaySidings	MrABarraclough
historic-landfill-site:EAHLD04280	QuarryoffWeetshawLane	Scorah-StothardandCompanyLimited
historic-landfill-site:EAHLD04281	ShaftonWelfarePlayingFields	BritishGasNEPlc
historic-landfill-site:EAHLD06184	TileryFarmNo.4	JohnWGlass
historic-landfill-site:EAHLD06188	EastTanfieldSewageTreatment	NorthumbrianWaterLimited
historic-landfill-site:EAHLD06191	LaneHouseFarm	AlexSmilesLimited
historic-landfill-site:EAHLD06195	KibblesworthPostOffice
historic-landfill-site:EAHLD06198	StationLane
historic-landfill-site:EAHLD06199	BarleyMow
historic-landfill-site:EAHLD06200	NorthsideEightonBanks	NewtonMoorConstructionLimited
historic-landfill-site:EAHLD06201	RavensworthAnnePitHeap
historic-landfill-site:EAHLD06202	MountEscob
historic-landfill-site:EAHLD06377	DisusedQuarryEastofLorbotleWeststeads	NorthumberlandCountyCouncil
historic-landfill-site:EAHLD06378	TossonQuarryDisused	NorthumberlandCountyCouncil
historic-landfill-site:EAHLD06379	Bomarsund	NorthumberlandCountyCouncil
historic-landfill-site:EAHLD06380	MorleyHill	NorthumberlandCountyCouncil
historic-landfill-site:EAHLD06381	DisusedQuarryEastofEmbleton	NorthumberlandCountyCouncil
historic-landfill-site:EAHLD06382	HeddonCommonQuarry	NorthumberlandCountyCouncil
historic-landfill-site:EAHLD06650	DisusedQuarrySouthWestofHighMoorsley
historic-landfill-site:EAHLD06651	MeggiesBurn	NorthumberlandCountyCouncil
historic-landfill-site:EAHLD06652	Saltpanhow	NorthumberlandCountyCouncil
historic-landfill-site:EAHLD06653	LynemouthCutting	NorthumberlandCountyCouncil
historic-landfill-site:EAHLD06654	BarrasfordQuarry	TarmacRoadstone(Eastern)Limited
historic-landfill-site:EAHLD06655	FollyFarm	BalfourBeattyConstructionLimited
historic-landfill-site:EAHLD06656	WylamWoodFarmNo.1	AndrewGolightlyLimited
historic-landfill-site:EAHLD06657	WylamWoodFarm	AndrewGolightlyLimited
historic-landfill-site:EAHLD06658	HarlawHill3	ChasGInkster
historic-landfill-site:EAHLD04282	SandyBridge	MrKVamplew
historic-landfill-site:EAHLD04283	LandatBellholme	AlfredMcAlpineConstructionLimited
historic-landfill-site:EAHLD04284	SourpieceWood,RockleyLane
historic-landfill-site:EAHLD04285	NationalCoalBoardTip	DoncasterCoaliteLimited
historic-landfill-site:EAHLD04287	SkelbrookeQuarry	DarringtonQuarriesLimited
historic-landfill-site:EAHLD04288	ParkwoodQuarry
historic-landfill-site:EAHLD04289	QuarryHole	Johnson
historic-landfill-site:EAHLD04290	LandoffNortonCommonLane	DandJWatkinson
historic-landfill-site:EAHLD04292	NorthEasternRoad,Thorne	AutoComponentsLimited
historic-landfill-site:EAHLD06203	MarshallLands
historic-landfill-site:EAHLD06204	PelawQuarry	CommonServicesCommittee
historic-landfill-site:EAHLD06205	Steetley-WardleyQuarry	SteetleyConstructionMaterialsLimited
historic-landfill-site:EAHLD06206	LowHeworthLaneA
historic-landfill-site:EAHLD06208	Watermill
historic-landfill-site:EAHLD06209	NobleandLund	NobleandLundLimited
historic-landfill-site:EAHLD06210	SheriffsRise
historic-landfill-site:EAHLD06211	BalmoralDrive
historic-landfill-site:EAHLD06212	BeaconLoughSchool
historic-landfill-site:EAHLD06383	TheDuneTip
historic-landfill-site:EAHLD06385	CorbridgeRoad
historic-landfill-site:EAHLD06386	LandSouthofWestlineIndEst
historic-landfill-site:EAHLD06387	FormerTanfieldBrickworks
historic-landfill-site:EAHLD06388	HettHillsWasteDisposalSite	DurhamCountyCouncil
historic-landfill-site:EAHLD06389	DisusedQuarryNorthofSheepfold
historic-landfill-site:EAHLD06390	MoteHill
historic-landfill-site:EAHLD06392	Cocklawburn
historic-landfill-site:EAHLD06393	EwartAirfield
historic-landfill-site:EAHLD06659	SouthDissington4	ACannon
historic-landfill-site:EAHLD06660	SouthDissingtonFarm2	DCannonandSon
historic-landfill-site:EAHLD06397	ClimbingTree
historic-landfill-site:EAHLD06661	SouthDissingtonFarm	DCannonandSon
historic-landfill-site:EAHLD06662	LongdykeFarmShilbottle	KWPurvisandSon
historic-landfill-site:EAHLD06663	RyanLeighNewtonontheMoor	MrWMSmith
historic-landfill-site:EAHLD06664	BoulmerHallFarm	PowergreenLimited
historic-landfill-site:EAHLD06665	BoulmerAirfield	DSFrater
historic-landfill-site:EAHLD06666	DilstonHaugh	DRKnowles
historic-landfill-site:EAHLD06667	HumblesGill	QualityConstructionLimited
historic-landfill-site:EAHLD06668	TranwellAirfield	OwenPughandCompanyLimited
historic-landfill-site:EAHLD06669	NewshamReservoir	BritishRail
historic-landfill-site:EAHLD04300	LandoffBirdsNestLane	MrGordonHinchliffe
historic-landfill-site:EAHLD04301	WhitleyHeightQuarry	MrBOsborne
historic-landfill-site:EAHLD04302	DismantledRailwayCuttingtotheNorthofBentsRoad	MrJRobinson
historic-landfill-site:EAHLD04303	A616,rearofPennineInn	AhmetYucebiyik
historic-landfill-site:EAHLD04304	FormerQuarry	MrJCEllis
historic-landfill-site:EAHLD04305	StottercliffeRoad	BarnsleyMetropolitanBoroughCouncilAmenitiesandRecreationDept
historic-landfill-site:EAHLD04307	ThurlstoneRoad
historic-landfill-site:EAHLD04308	NewRoad
historic-landfill-site:EAHLD04309	CrossLane	WinstonDaleMakings
historic-landfill-site:EAHLD04310	CloughGreenWorks	NaylorBrothersClaywareLimited
historic-landfill-site:EAHLD06213	HighFell
historic-landfill-site:EAHLD06214	CrossfieldIndustrialParkWindyNookIndustrialPark	DepartmentofEngineeringServices
historic-landfill-site:EAHLD06215	OldStoneQuarry	TyneandWearCountyCouncil
historic-landfill-site:EAHLD06216	WindyNookHill	GatesheadMetropolitanBoroughCouncil
historic-landfill-site:EAHLD06217	BeaconRise
historic-landfill-site:EAHLD06218	GatesheadGardenFestivalNo.1	DirectorofPlanning,GatesheadMetropolitanBoroughCouncil
historic-landfill-site:EAHLD06219	GatesheadGardenFestivalNo.2	WandMThopmson(Earthworks)Limited
historic-landfill-site:EAHLD06220	RoperyRoad
historic-landfill-site:EAHLD06398	OakDene
historic-landfill-site:EAHLD06399	BeilBrowSouthofWhitleyChapel
historic-landfill-site:EAHLD06221	RedheughGasholder	BritishGasPlc
historic-landfill-site:EAHLD06394	StanningtonChildrensHospital
historic-landfill-site:EAHLD06395	EllingtonQuarry
historic-landfill-site:EAHLD06396	Matfen
historic-landfill-site:EAHLD06400	EltringhamBrickworks
historic-landfill-site:EAHLD06401	FalstoneSewageWorks
historic-landfill-site:EAHLD06402	GreenchestersFarm
historic-landfill-site:EAHLD06403	Blakehopeburnhaugh
historic-landfill-site:EAHLD06404	LandEastofHedleyontheHill
historic-landfill-site:EAHLD06671	126RunnymedeRoad	MrWalton
historic-landfill-site:EAHLD06672	NewtonFarmHarbottle	JohnSaleandPartners
historic-landfill-site:EAHLD06673	EastAncroftFarm	MrRNesbitandSons
historic-landfill-site:EAHLD06674	EastAncroftFarm	MrRNesbitandSons
historic-landfill-site:EAHLD06675	Scremerston	GreenwichHospitalEstates
historic-landfill-site:EAHLD06676	AlnwickSewageWorks	GreenwichHospitalEstates
historic-landfill-site:EAHLD06677	CockleParkFarm	UniversityofNewcastleuponTyne
historic-landfill-site:EAHLD06678	UnthankMoorFarmNo.1	GlendalePlantHireLimited
historic-landfill-site:EAHLD06679	UnthankMoorFarm	StanleyMillerLimited
historic-landfill-site:EAHLD06681	StanningtonBypass	EdmundNuttallLimited
historic-landfill-site:EAHLD06682	StanningtonBypass	EdmundNuttallLimited
historic-landfill-site:EAHLD04311	QuarrytorearofSilkstoneChapel	WebfellLimited
historic-landfill-site:EAHLD04312	RecreationGroundtorearoffillingstation	WebfellLimited
historic-landfill-site:EAHLD04313	FallHeadLane	PenisoneRuralDistrictCouncil
historic-landfill-site:EAHLD04314	EngineersO.C.C.S	SWFraser
historic-landfill-site:EAHLD04315	DenroydFarm	DPickford
historic-landfill-site:EAHLD04316	StainboroughCricketClub	StainboroughCricketClub
historic-landfill-site:EAHLD04317	GilroydLane	WBJones
historic-landfill-site:EAHLD04318	LandAdjacenttotheformerStraffordColliery,GilroydLane	JWBoylinandCompanyLimited
historic-landfill-site:EAHLD06222	RedheughGasworks	GatesheadMetropolitanBoroughCouncil
historic-landfill-site:EAHLD06223	CrowleyHotel-WhickhamThorns
historic-landfill-site:EAHLD06224	TynesideCommercialPark	CameronHallDevelopments
historic-landfill-site:EAHLD06226	OldBridgeCaravanSite	MissJMEllison
historic-landfill-site:EAHLD06227	RugbyClubSwalwell
historic-landfill-site:EAHLD06229	GoodshieldsHaugh	WandMThompson(Earthworks)Limited
historic-landfill-site:EAHLD06230	AxwellPark	ATLapping
historic-landfill-site:EAHLD06231	BlaydonEastQuarry
historic-landfill-site:EAHLD06405	LandSouthofHowfordLane
historic-landfill-site:EAHLD06406	Humshaugh
historic-landfill-site:EAHLD06407	LandwestofSewageWorks
historic-landfill-site:EAHLD06408	BlueHeaps
historic-landfill-site:EAHLD06409	NewBingfield
historic-landfill-site:EAHLD06410	WestBingfield
historic-landfill-site:EAHLD06411	GreatWhittington
historic-landfill-site:EAHLD06412	BruntonLimeWorks
historic-landfill-site:EAHLD06413	AcombDene
historic-landfill-site:EAHLD06414	DunkirkCottages
