historic-landfill-site	name	licence-holder
historic-landfill-site:EAHLD04945	DisusedPitoffDriffieldRoad	HuggateParishCouncil
historic-landfill-site:EAHLD04947	Fridaythorpe
historic-landfill-site:EAHLD04948	TibthorpeHighways
historic-landfill-site:EAHLD04949	TibthorpeWest
historic-landfill-site:EAHLD04950	TibthorpeFarWest
historic-landfill-site:EAHLD04951	TibthorpeGrange
historic-landfill-site:EAHLD04952	BeverlyRoadPit	WetwangParishCouncil
historic-landfill-site:EAHLD04953	WeetonDrive	WetwangParishCouncil
historic-landfill-site:EAHLD04954	Wetwang,GartonRoad
historic-landfill-site:EAHLD04438	LandadjacenttoBoltonRoad	RotherhamMetropolitanBoroughCouncil
historic-landfill-site:EAHLD04439	StationRoad	WathSkipHireLimited
historic-landfill-site:EAHLD04440	WathColliery	NationalCoalBoardSouthYorkshireArea
historic-landfill-site:EAHLD04441	MarshTip	SouthYorkshireCountyCouncil
historic-landfill-site:EAHLD04442	RailwayCutting	BarnsleyMetropolitanBoroughCouncil
historic-landfill-site:EAHLD04443	HickletonPark-BarnburghParkQuarryNo.2	MrMPBurke
historic-landfill-site:EAHLD04444	Hickleton	CrodaHydrocarbonsLimited
historic-landfill-site:EAHLD04445	HickletonParkQuarryNo.1	MrMPBurke
historic-landfill-site:EAHLD04446	HollowGateBridge	BritishCoal
historic-landfill-site:EAHLD07466	FoulridgeMunicipal	PendleBoroughCouncil
historic-landfill-site:EAHLD04610	HermitsHill	FitzwilliamWentworth
historic-landfill-site:EAHLD04757	BlackmoorQuarry	BPHarris
historic-landfill-site:EAHLD04758	LandoffPleasleyRoad	RotherhamMetropolitanBoroughCouncil
historic-landfill-site:EAHLD07704	LaneEndsFarm	KingBrothers
historic-landfill-site:EAHLD04602	RotherhamEngineeringSteels,OldRailwayCutting\/OldPigIronCasterPlant	RotherhamEngineeringSteels
historic-landfill-site:EAHLD04604	3WentworthRoad	VHEPlantServicesLimited
historic-landfill-site:EAHLD04606	WarrenVale	FormerSouthYorkshireCountyCouncil
historic-landfill-site:EAHLD04607	WarrenValeColliery	ArnoldLaver
historic-landfill-site:EAHLD04608	WarrenValeRoad	ELester
historic-landfill-site:EAHLD04781	RotherValleyCountryPark	RotherValleyCountyPark
historic-landfill-site:EAHLD04782	FormerHolbrookCollieryBranchCutting	DNorth(Plant)Limited
historic-landfill-site:EAHLD04783	SitebetweenEckingtonRoad	SheffieldMDC
historic-landfill-site:EAHLD04784	FormerGunsite	MrDPeat
historic-landfill-site:EAHLD04785	RotherValleyWay-NewStreet	SheffieldMDC
historic-landfill-site:EAHLD04786	StationRoad	HolbrookPrecisionCastingsLimited
historic-landfill-site:EAHLD04787	HavenFarmNo2
historic-landfill-site:EAHLD04788	DisusedWorkings
historic-landfill-site:EAHLD04957	FoxCovert
historic-landfill-site:EAHLD04967	HuggateFarEast
historic-landfill-site:EAHLD04968	RefuseTipoffMiddletonRoad
historic-landfill-site:EAHLD04969	LeafieldRoad	TaylorMegginsonEstates
historic-landfill-site:EAHLD04970	HighWood	TaylorMegginsonEstates
historic-landfill-site:EAHLD04971	ChalkPitonA614formallyA163oppositeBeaconFarm	MegginsonSettlement
historic-landfill-site:EAHLD04993	TowthorpeCutting	HumbersideCountyCouncil
historic-landfill-site:EAHLD04972	DismantledRailwayCutting	MessrsElgeyandNash
historic-landfill-site:EAHLD04973	BustardNestFarm
historic-landfill-site:EAHLD04974	TotterDown
historic-landfill-site:EAHLD04975	FarberryGarthFarm
historic-landfill-site:EAHLD04976	KiplingHouse
historic-landfill-site:EAHLD04977	MiddletonSouth
historic-landfill-site:EAHLD04447	Hollowgate	BritishRail
historic-landfill-site:EAHLD04448	RailwayCuttingbetweenChurchLaneandHollowgate	SheffieldTippersLimited
historic-landfill-site:EAHLD04449	RailwayCutting	WFGrummett
historic-landfill-site:EAHLD04450	DonBaitCompanyLimited	DonBaitCompanyLimited
historic-landfill-site:EAHLD04451	KingsRoad	MexbroughRuralDistrictCouncil
historic-landfill-site:EAHLD04452	WathRoad	MexbroughRuralDistrictCouncil
historic-landfill-site:EAHLD04454	BrickworksQuarry	YorkshireBrickCompany
historic-landfill-site:EAHLD04455	OffPastureRoad\/PartofOSfield5663
historic-landfill-site:EAHLD04611	WentworthRoadQuarry	KilnhurstBrickCompanyLimited
historic-landfill-site:EAHLD04612	KilnhurstBrickRotherhamLimited	ThomasBlackLimited
historic-landfill-site:EAHLD04613	IcklesSteelworksSite7	WimpeyWasteManagementLimited
historic-landfill-site:EAHLD04614	KilnhurstColliery	RotherhamMetropolitanBoroughCouncil
historic-landfill-site:EAHLD04615	CrodaTip	CrodaHydrocarbonsLimited
historic-landfill-site:EAHLD04616	KilnhurstTip	BSCRotherhamWorks
historic-landfill-site:EAHLD04617	StationRoad	BWB
historic-landfill-site:EAHLD04789	LandadjacenttoHodgewoodFarm	TaraCivilEngineeringLimited
historic-landfill-site:EAHLD04790	PonkerQuarry	HepworthBuildingProducts
historic-landfill-site:EAHLD04791	LandatCumberworthPipeLimited	CumberworthPipeLimited
historic-landfill-site:EAHLD04994	TowthorpeQuarry
historic-landfill-site:EAHLD34355	CottamHouse
historic-landfill-site:EAHLD04795	BromleyWorks	NaylorBrothers(Clayware)Limited
historic-landfill-site:EAHLD04796	StoveEndCottage	GBeaumontEsquire
historic-landfill-site:EAHLD04797	WakefieldRoad
historic-landfill-site:EAHLD04798	LandatWheatleyHillFarm	WHBrookandSons
historic-landfill-site:EAHLD04799	QuarryoffWheatleyHillLane	MrCBroove
historic-landfill-site:EAHLD04800	DisusedQuarry
historic-landfill-site:EAHLD04978	SouthSideofWarterRoad	MiddletonOntheWorldsParishCouncil
historic-landfill-site:EAHLD04979	VillagePit	MiddletonontheWoldsParishCouncil
historic-landfill-site:EAHLD04980	DaltonHolme	HumbersideCountyCouncil(Highways)
historic-landfill-site:EAHLD04981	DisusedPitEastofSewageWorks	DaltonHolmeParishCouncil
historic-landfill-site:EAHLD04982	HolmeWoldEast	HumbersideCountyCouncil(Highways)
historic-landfill-site:EAHLD04983	LockingtonThorpeLane	LockingtonParishCouncil
historic-landfill-site:EAHLD04984	LundParishTip	LundParishCouncil
historic-landfill-site:EAHLD04990	ArrasHill,MarketWeightonEast
historic-landfill-site:EAHLD04991	MarketWeighton	HumbersideCountyCouncil
historic-landfill-site:EAHLD04992	MarketWeightonBypass	BirseConstructionLimited
historic-landfill-site:EAHLD04995	TowthorpeRoundabout
historic-landfill-site:EAHLD04457	ThedisusedrailwaycuttingbetweenPickburnVillageandWakefieldRoad	MrRBolland
historic-landfill-site:EAHLD04458	FreestoneQuarry	DoncasterMetropolitanBoroughCouncil
historic-landfill-site:EAHLD04459	HillsAndHolesFarm	WCHarrison
historic-landfill-site:EAHLD04460	MillLane	GANewsome
historic-landfill-site:EAHLD04461	AdwickLane	JBrough
historic-landfill-site:EAHLD04462	CarcroftLandfillSite	DoncasterMetropolitanBoroughCouncil
historic-landfill-site:EAHLD04618	DenabyLane	CentralElectricityGeneratingBoard
historic-landfill-site:EAHLD04619	LodgeFarm	JWhiteandCompanyTDELimited
historic-landfill-site:EAHLD04620	SpringView	VHEPlantServicesLimited
historic-landfill-site:EAHLD04621	CarrLane	JWhiteandCompanyLimited
historic-landfill-site:EAHLD04801	LitheropTip	DenbyDaleRuralDistrictCouncil
historic-landfill-site:EAHLD04802	DerelictQuarryatrearofEnvironmentalHealthDepot	KirkleesMetropolitanBoroughCouncil
historic-landfill-site:EAHLD04803	FieldEndFarm
historic-landfill-site:EAHLD04804	FletcherPark
historic-landfill-site:EAHLD04805	LightwoodFarm	PhillipsWasteDisposals
historic-landfill-site:EAHLD04806	SWCornerofSite	RossandCatherallLimited
historic-landfill-site:EAHLD04807	CanaltotheeastofNethermoorLane	DNorthandCompanyLimited
historic-landfill-site:EAHLD04809	WoodallRoad	ParsonsGroupHighMoorLimited
historic-landfill-site:EAHLD04811	FreebirchFarm	GleesonsLimited
historic-landfill-site:EAHLD04812	StubleyHollow
historic-landfill-site:EAHLD04997	LandoffMainStreet	HumbersideHighwaysD.L.O.
historic-landfill-site:EAHLD04998	ArrasFarm
historic-landfill-site:EAHLD04999	HighGardham
historic-landfill-site:EAHLD05000	LowGardham
historic-landfill-site:EAHLD05002	CherryBurtonParishTip	CherryBurtonParishCouncil
historic-landfill-site:EAHLD05003	DisusedPitoffLittlewoodRoad
historic-landfill-site:EAHLD05004	MoncktonWalksiteA	MrGHMJackson
historic-landfill-site:EAHLD05005	TrundleGate	MrWTurton
historic-landfill-site:EAHLD05006	WorksoffCliffeRoad	StoneledgePlantandTransportLimited
historic-landfill-site:EAHLD05007	NewbaldLodge
historic-landfill-site:EAHLD05009	BishopBurtonTown'sPit	BishopBurtonParishCouncil
historic-landfill-site:EAHLD04463	TiltsLane	ThomasBlackLimited
historic-landfill-site:EAHLD04464	WheatleyHallRoad	JICaseEuropeLimited
historic-landfill-site:EAHLD04465	WheatleyHallRoad	CaseInternational
historic-landfill-site:EAHLD04466	WheatleyHallRoad	JICaseEuropeLimited
historic-landfill-site:EAHLD04467	FowlerBridgeRoad	DoncasterRuralDistrictCouncil
historic-landfill-site:EAHLD04468	LongEdgeQuarry	Whemar(Yorkshire)Limited
historic-landfill-site:EAHLD04469	Mayfeilds
historic-landfill-site:EAHLD04470	SunnInn	Cubbetts,FitzpatrickandShand
historic-landfill-site:EAHLD04471	Garage	ThompsonofDoncaster
historic-landfill-site:EAHLD04622	ThryberghTip	YorkshireWaterAuthority
historic-landfill-site:EAHLD04623	RotherhamEngineeringSteels-OxbowPond	Rotherham\/UnitedEngineeringSteels
historic-landfill-site:EAHLD04624	AreaSouthEastofAldwarkeWorks
historic-landfill-site:EAHLD04625	RiverDonAndConisbroughStation	ConisbroughRuralDistrictCouncil
historic-landfill-site:EAHLD04813	OffBowshawIsland	BradwayFarms
historic-landfill-site:EAHLD04814	FiveGatesHollow	MrJHayward
historic-landfill-site:EAHLD04815	DisusedRailwayCuttingoffCallywhiteLane	MrWFMarshall
historic-landfill-site:EAHLD04817	9OldWhittingtonLane	MrKrygier
historic-landfill-site:EAHLD04818	SheffieldRoad	MrsMACheetham
historic-landfill-site:EAHLD04819	SheepbridgeWorks	GKNSheepsbridgeStokesLimited
historic-landfill-site:EAHLD04821	StationRoad	GlassTubesandComponentsLimited
historic-landfill-site:EAHLD05010	PotandLadlePit	MrPWiles
historic-landfill-site:EAHLD05011	NorthMiddlehowePit	RobinConcreteandWasteDisposalLimited
historic-landfill-site:EAHLD05012	SouthMiddlehowPit
historic-landfill-site:EAHLD05013	TownendPit
historic-landfill-site:EAHLD05014	DryhamLane-Tarmac	TarmacEconwasteLimited
historic-landfill-site:EAHLD05015	StonepitRoadDepot
historic-landfill-site:EAHLD05016	Hothameast
historic-landfill-site:EAHLD05017	RaywellRoad	JRThornham(RobinHire)
historic-landfill-site:EAHLD05018	BottomPlantation
historic-landfill-site:EAHLD05019	WauldbyNorth	HandDMoorFarmersLimited
historic-landfill-site:EAHLD04472	RailwayCuttingadjacentformerSprotbroughFoundrySite	FrankHaslam,MilanandCompanyLimited
historic-landfill-site:EAHLD04473	RailwaycuttingNorthofMeltonRoad	PVernon
historic-landfill-site:EAHLD04474	RailwayCutting	RKRaper
historic-landfill-site:EAHLD04475	RailwayCuttingbetweenNewLaneandCadebyRoad	ArthurMerrien
historic-landfill-site:EAHLD04476	RailwayCutting	DoncasterRuralDistrictCouncil
historic-landfill-site:EAHLD04477	MeltonRoad	IFChambers
historic-landfill-site:EAHLD04479	DisusedRailwaySidings	MrMGBarlow
historic-landfill-site:EAHLD04482	HexthorpeAllotments	BritishWaterwaysBoard
historic-landfill-site:EAHLD04483	OldWorks	BritishRailMaintenanceLimited
historic-landfill-site:EAHLD04484	LandtotherearofRailwayEngineers'Department	BritishRailwaysBoard
historic-landfill-site:EAHLD04626	AshfieldQuarry\/AshfieldBrickworks(Brickpits)\/ConisboroughTipSite	TheParkGateIronandSteelCompanyLimited
historic-landfill-site:EAHLD04627	KearsleyLane	ConisbroughRuralDistrictCouncil
historic-landfill-site:EAHLD06714	HazardLaneB
historic-landfill-site:EAHLD04630	LandfillSite\/DisusedRailwayCutting	WFGrummett
historic-landfill-site:EAHLD04636	DeepdaleRoad
historic-landfill-site:EAHLD04637	RotherBoilerCompany	RotherBoilerCompanyLimited
historic-landfill-site:EAHLD04638	HolmesMills	JJHabershonLimited
historic-landfill-site:EAHLD04639	MeadowbankRoad
historic-landfill-site:EAHLD04640	FormerrailwaycuttingsouthofformerBlackburnSewageWorks
historic-landfill-site:EAHLD04341	RedbrookBusinessPark	AutogelLimited
historic-landfill-site:EAHLD04342	RedbrookBusinessPark
historic-landfill-site:EAHLD04343	RedbrookBusinessPark
historic-landfill-site:EAHLD04344	LandoffWhaleyRoad	MrCLangfield
historic-landfill-site:EAHLD04345	RailwayCuttingOffClaycliffeRoad	MrRRobinson
historic-landfill-site:EAHLD04346	ShawCarpetsLimited	ShawCarpetsLimited
historic-landfill-site:EAHLD04347	BetweenDartonLaneandDearneHallRoad	CBirkinshawandSonsLimited
historic-landfill-site:EAHLD04348	Quarry	NationalCoalBoard
historic-landfill-site:EAHLD04349	BlackerHillQuarry	BlackerHillQuarryLimited
historic-landfill-site:EAHLD06248	RytonAHedgefieldQuarry
historic-landfill-site:EAHLD06249	RytonBHolburnDene
historic-landfill-site:EAHLD06250	RickleesFarm	Taylor(PlantHire)Company
historic-landfill-site:EAHLD06251	BarMoorQuarry
historic-landfill-site:EAHLD06252	ClaraValePiggery	WandMThompson(Earthworks)Limited
historic-landfill-site:EAHLD06253	BuildingsFarmQuarry	WandMThompson(Earthworks)Limited
historic-landfill-site:EAHLD06255	CrawcrookLane-StannerfordRoad
historic-landfill-site:EAHLD06257	DisusedQuarryoffQuarryLane
historic-landfill-site:EAHLD06258	HartonDownHill
historic-landfill-site:EAHLD06462	ChoppingtonOldBrickfields	RedlandPurpleLimited
historic-landfill-site:EAHLD06264	WestHolborn	BoroughOfSouthTyneside
historic-landfill-site:EAHLD06468	DentonDene	BalfourBeattyConstructionLimited
historic-landfill-site:EAHLD06512	WhittinghamLaneQuarry
historic-landfill-site:EAHLD06544	HaydonBridge	NorthumberlandCountyCouncil
historic-landfill-site:EAHLD06545	BeamishCaravanSite
historic-landfill-site:EAHLD06546	ChickenRoadNo.1	NorthTynesideCouncil
historic-landfill-site:EAHLD06547	BuddleRoadReserve	NewcastleUponTyneCityCouncil
historic-landfill-site:EAHLD06548	Bondene
historic-landfill-site:EAHLD06709	QuarryWoods	JRTempleandSonsLimited
historic-landfill-site:EAHLD06710	Middleton	GreenwichHospitalEstates
historic-landfill-site:EAHLD06711	SpitalHouseFarm	NationalCoalBoardNorthEastArea
historic-landfill-site:EAHLD06712	FlintonHillFarm
historic-landfill-site:EAHLD06713	HazardLaneA
historic-landfill-site:EAHLD06715	HettonDownsNorth
historic-landfill-site:EAHLD06716	HettonDownsSouthB
historic-landfill-site:EAHLD06717	HettonDownsSouthA
historic-landfill-site:EAHLD04350	OnwastelandtotherearofSubsealWorks	WFreemanandCompany
historic-landfill-site:EAHLD04351	SmithiesTip
historic-landfill-site:EAHLD04352	DalestoneWorks
historic-landfill-site:EAHLD04353	WakefieldRoad	BoothExcavationsLimited
historic-landfill-site:EAHLD04354	StarPaperLimited	StarPaperMills
historic-landfill-site:EAHLD04355	StarPaperMill	StarPaperMills
historic-landfill-site:EAHLD04356	LandoffOldMillLane	WhiteandPeace
historic-landfill-site:EAHLD04357	DisusedCanal	BarnsleyMetropolitanBoroughCouncil
historic-landfill-site:EAHLD04358	TheFleetsDam	MrAHanson
historic-landfill-site:EAHLD06263	BrighamandCowans	MowlemNorthernLimited
historic-landfill-site:EAHLD06267	TyneDockNo.3	PortOfTyneAuthority
historic-landfill-site:EAHLD06268	TyneDock	PortOfTyneAuthority
historic-landfill-site:EAHLD06269	TyneDockExtension	PortOfTyneAuthority
historic-landfill-site:EAHLD06270	Westway	BoroughOfSouthTyneside
historic-landfill-site:EAHLD06271	OliveStreet
historic-landfill-site:EAHLD06272	TempleMemorialParkNo.1	BoroughOfSouthTyneside
historic-landfill-site:EAHLD06549	BurdonDene	MillerWasteDisposalLimited
historic-landfill-site:EAHLD06550	CampbellParkRoadSchool
historic-landfill-site:EAHLD06553	SledgeHillReclaimationSite	MrPJohnson
historic-landfill-site:EAHLD06554	SledgeHillFarm	MrPJohnson
historic-landfill-site:EAHLD06555	StampleyMoss-ThornleyFields
historic-landfill-site:EAHLD06556	TyneTextiles	TyneTextilesLimited
historic-landfill-site:EAHLD06557	WestAllotmentReclamation
historic-landfill-site:EAHLD06718	PallionSportsGround
historic-landfill-site:EAHLD06719	RyhopeDene
historic-landfill-site:EAHLD06720	RyhopeDeneNorth
historic-landfill-site:EAHLD06721	OldBentonRoad
historic-landfill-site:EAHLD06722	BritishGasHalliwellStreet
historic-landfill-site:EAHLD06723	EppletonQuarry
historic-landfill-site:EAHLD06724	HettonLyons
historic-landfill-site:EAHLD06725	DorsetStreet
historic-landfill-site:EAHLD06726	HettonRoadWest
historic-landfill-site:EAHLD06727	SeghillExtension
historic-landfill-site:EAHLD06729	Lambley	NorthumberlandCountyCouncil
historic-landfill-site:EAHLD06730	104RunnymedeRoad	MrJSwift
historic-landfill-site:EAHLD04359	RotherhamRoad	BarnsleyMetropolitanBoroughCouncil
historic-landfill-site:EAHLD04360	MonkBrettonRecreationGround	BarnsleyMetropolitanBoroughCouncil
historic-landfill-site:EAHLD04361	CanaltotherearofTwibellStreet	BarnsleyTradesCouncil
historic-landfill-site:EAHLD04362	FormerWoodBrothersTip	NuttallLightingLimited
historic-landfill-site:EAHLD04363	LandtotherearofChapelStreet-BeeverStreet	WoodBrothersGlassCompanyLimited
historic-landfill-site:EAHLD04364	BarnsleyFootballGround	MowlemConstruction
historic-landfill-site:EAHLD04365	MountOsborneIndustrialPark	BarnseyGroup
historic-landfill-site:EAHLD04366	SouthEastCornerCemeteryRoad	BarnsleyMetropolitanBoroughCouncil
historic-landfill-site:EAHLD04367	MonumentField	FrankGreenandSonsLimited
historic-landfill-site:EAHLD04368	SchoolStreet	WildeandHardieLimited
historic-landfill-site:EAHLD06275	TempleParkNo.2	BoroughOfSouthTyneside
historic-landfill-site:EAHLD06276	TempleParkNo.3
historic-landfill-site:EAHLD06277	CleadonParkQuarry
historic-landfill-site:EAHLD06750	PeoplesPark
historic-landfill-site:EAHLD06278	BoldonFlatts
historic-landfill-site:EAHLD06279	NewtonGarthB
historic-landfill-site:EAHLD06280	NewtonGarths
historic-landfill-site:EAHLD06281	NewtonGarthsExtension
historic-landfill-site:EAHLD06283	BoldonLane	SouthTynesideMetropolitanBoroughCouncil
historic-landfill-site:EAHLD06558	HigherUrpethWasteDisposalSite	AngloUnitedPlc
historic-landfill-site:EAHLD06559	BolamQuarryNo.1	DurhamCountyCouncil
historic-landfill-site:EAHLD06560	BlytheBrickworks	DurhamCountyCouncil
historic-landfill-site:EAHLD06751	RedheughKnowe
historic-landfill-site:EAHLD06561	StationLaneNo.1	DurhamCountyCouncil
historic-landfill-site:EAHLD06731	AlcanUKLimitedNo.1	AlcanPrimaryandRecyclingLimited
historic-landfill-site:EAHLD06732	AshingtonRefuseDisposalSite
historic-landfill-site:EAHLD06735	BarringtonBrickworks
historic-landfill-site:EAHLD06736	BeaconHill
historic-landfill-site:EAHLD06737	Birling
historic-landfill-site:EAHLD06738	Blindburn
historic-landfill-site:EAHLD06739	BurradonNo.1
historic-landfill-site:EAHLD06741	CamboQuarry
historic-landfill-site:EAHLD06742	CommonRoad
historic-landfill-site:EAHLD06743	EastCawledge
historic-landfill-site:EAHLD06744	FarquharDeucharPark
historic-landfill-site:EAHLD06745	MarshallMeadows	JamesFairburn
historic-landfill-site:EAHLD04369	BeatsonClarkandCompanyLimited	BeastonClarkandCompanyLimited
historic-landfill-site:EAHLD04370	RailwayEmbankment	WhiteandPeacec\/oTwibellPlantLimited
historic-landfill-site:EAHLD06752	ShildonRoad
historic-landfill-site:EAHLD04371	StairfootBrickworks	BarnsleyMetropolitanBoroughCouncil
historic-landfill-site:EAHLD04372	StairfootNorthQuarryPhase2	TheYorkshireBrickCompanyLimited
historic-landfill-site:EAHLD04373	StairfootQuarry	TheYorkshireBrickCompany
historic-landfill-site:EAHLD04374	StairfootQuarryNo.2	BarnsleyMetropolitanBoroughCouncil
historic-landfill-site:EAHLD06284	TileshedFarm
historic-landfill-site:EAHLD06285	NewRoad	FSBromley
historic-landfill-site:EAHLD06286	TileshedPiggery
historic-landfill-site:EAHLD06287	DownhillQuarryNorth	CleartopLimited
historic-landfill-site:EAHLD06291	EastJarrow
historic-landfill-site:EAHLD06293	CemeteryRoad
historic-landfill-site:EAHLD06294	FollingsbyLane
historic-landfill-site:EAHLD06295	JarrowMill	BritishSteelCorporation
historic-landfill-site:EAHLD06297	WagonwayRoad
historic-landfill-site:EAHLD06563	NorthQuarryNo.1	JTBarnes
historic-landfill-site:EAHLD06567	ShadforthBeck	GMPearsonandSonsLimited
historic-landfill-site:EAHLD06568	TileryFarmNo.3	JohnWGlass
historic-landfill-site:EAHLD06570	HillsideFarm	WShepherd
historic-landfill-site:EAHLD06571	Uplands
historic-landfill-site:EAHLD06572	FerryboatLane
historic-landfill-site:EAHLD06573	CaldersSite	WashingtonDevelopmentCorporation
historic-landfill-site:EAHLD06574	CoxGreenBQuarry	GSVardy
historic-landfill-site:EAHLD06575	PortofSunderland	PortOfSunderlandAuthority
historic-landfill-site:EAHLD06576	PortofSunderlandNo.1	PortOfSunderlandAuthority
historic-landfill-site:EAHLD06746	FordCommonQuarry	NorthumberlandCountyCouncil
historic-landfill-site:EAHLD06747	HalliwellDeneEast	StretchpowerLimited
historic-landfill-site:EAHLD06748	MickleyBankFarm
historic-landfill-site:EAHLD06749	OldHazelriggTip
historic-landfill-site:EAHLD06758	WardsHill
historic-landfill-site:EAHLD04399	StairfootBrickworksQuarry	YorkshireBrickCompany
historic-landfill-site:EAHLD04400	Disusedrailwaycuttingtotherearof39WombellLane	WilliamGosneyLimited
historic-landfill-site:EAHLD04401	DovecliffeQuarry	SouthYorkshireCountyCouncil
historic-landfill-site:EAHLD04402	StalliteBatteries	MrASmith
historic-landfill-site:EAHLD04403	HighfieldFarm	RJNorman
historic-landfill-site:EAHLD04404	LionellHill	LAirstone
historic-landfill-site:EAHLD04405	HermitHillShaft	REGoldthorpe
historic-landfill-site:EAHLD04406	BirdwellCommonQuarry	BDRWasteDisposalLimited
historic-landfill-site:EAHLD04408	BritishRailRailwayCutting	HartwoodExports
historic-landfill-site:EAHLD06298	CampbellPark
historic-landfill-site:EAHLD06299	KingGeorgesField
historic-landfill-site:EAHLD06300	HebburnQuayside
historic-landfill-site:EAHLD06301	SouthTerraceChopwell
historic-landfill-site:EAHLD06302	TownleyArms
historic-landfill-site:EAHLD06303	HollinHillFarmNo.1	MrsGJWhigham
historic-landfill-site:EAHLD06304	HollinHillFarmNo.2	GJWigham
historic-landfill-site:EAHLD06305	StCuthberts	OwenPughandCompanyLimited
historic-landfill-site:EAHLD06306	LongfieldHouseFarm
historic-landfill-site:EAHLD06307	PockerlyFarmBeamish	ArmstrongCorkCompanyLimited
historic-landfill-site:EAHLD06577	HendonGasworks	BritishGasCorporation
historic-landfill-site:EAHLD06579	BarnesParkWest
historic-landfill-site:EAHLD06580	BarnesParkLake	BoroughOfSunderland
historic-landfill-site:EAHLD06581	BarnesParkEast
historic-landfill-site:EAHLD06582	TimberBeach	SunderlandBoroughCouncil
historic-landfill-site:EAHLD06583	FordQuarry\/HyltonQuarryReclamationSite	BoroughOfSunderland
historic-landfill-site:EAHLD06584	FordPaperMillPhaseII	BoroughofSunderland
historic-landfill-site:EAHLD06585	SilksworthColliery	MetropolitanBoroughCouncilOfSunderland
historic-landfill-site:EAHLD06760	MetroCentrePhase4	RushandTompkinsLimited
historic-landfill-site:EAHLD06761	MetroCentre	CameronHallDevelopments
historic-landfill-site:EAHLD06762	WestDunston	AMoleLimited
historic-landfill-site:EAHLD06767	WittonParkQuarryNo.2	NorthernAggregatesLimited
historic-landfill-site:EAHLD06769	NorthofHallHeadsFarm
historic-landfill-site:EAHLD06770	AreaDHallHeadsQuarry
historic-landfill-site:EAHLD06778	DLIMuseumSouthEastAreaI
historic-landfill-site:EAHLD06779	RailwayLineEastAreaF
historic-landfill-site:EAHLD06315	MossHeaps
historic-landfill-site:EAHLD06317	LowMountFarm	TSwinburn
historic-landfill-site:EAHLD04375	LittleworthLane	BarnsleyMetropolitanBoroughCouncil
historic-landfill-site:EAHLD04376	Landadjacentto480-502BurtonRoad	MrDHiggs
historic-landfill-site:EAHLD04377	NewlandAvenue
historic-landfill-site:EAHLD04378	LandadjacenttoRifleRangeFarm	RandVRodbourne
historic-landfill-site:EAHLD04379	CudworthLandfillSite	RedlandPurle(Cleanaway)Limited
historic-landfill-site:EAHLD06309	KibblesworthQuarry	CommonServicesCommittee
historic-landfill-site:EAHLD06311	LongBank
historic-landfill-site:EAHLD06312	ClementisCrescent-GreymareQuarry	GatesheadMetropolitanBoroughCouncil
historic-landfill-site:EAHLD06313	GallopingGreen
historic-landfill-site:EAHLD06318	OxfordFarmPond	FrancisFlannigan
historic-landfill-site:EAHLD06319	OxfordFarm
historic-landfill-site:EAHLD06586	LandNorthofPennywellIndustrialEstate
historic-landfill-site:EAHLD06587	WildFowlTrust	TheWildfowlTrust
historic-landfill-site:EAHLD06588	StephensonIndustrialEstate	WashingtonDevelopmentCorporation
historic-landfill-site:EAHLD06589	NissanTestTrackII(NMUKTestTrack)	NissanMotorManufacturing(UK)Limited
historic-landfill-site:EAHLD06590	CoxGreenA
historic-landfill-site:EAHLD06591	Nissan	SirRobertMcAlpineandSonsLimited
historic-landfill-site:EAHLD06592	TubeProducts	TubeProductsLimited
historic-landfill-site:EAHLD06593	SixHouses
historic-landfill-site:EAHLD06594	PattinsonSouth	WashingtonDevelopmentCorporation
historic-landfill-site:EAHLD06595	SouthwickYard	TyneandWearDevelopmentCorporation
historic-landfill-site:EAHLD06596	AreaAWilk'sHillQuarry
historic-landfill-site:EAHLD06780	FramwellgatePathNorthAreaG
historic-landfill-site:EAHLD06781	WhartonParkAreaH
historic-landfill-site:EAHLD06800	AreaBEastFarmEdmondsley
historic-landfill-site:EAHLD06782	Gilesgate	WoodandWatsonLimited
historic-landfill-site:EAHLD06785	AreaBNorthofDawdon
historic-landfill-site:EAHLD06788	AreaCFoxcover
historic-landfill-site:EAHLD06789	AreaDSouthofQuakingHous
historic-landfill-site:EAHLD06790	AreaHNorthofKyo
historic-landfill-site:EAHLD06791	EastofFlintHill
historic-landfill-site:EAHLD06792	AreaJNorthofWestKyo
historic-landfill-site:EAHLD04388	DeanHeadWood	BritishSteelCorporation
historic-landfill-site:EAHLD04389	DisusedRailwayCuttingoffA629	SouthYorkshireCountyCouncil
historic-landfill-site:EAHLD04390	OxspringRecreationGround	OxspringParishCouncil
historic-landfill-site:EAHLD04391	BowerHill	MrWalsh
historic-landfill-site:EAHLD04392	LandnorthofSheffieldRoad	Stevlorra
historic-landfill-site:EAHLD04393	LandOffMiltonRoad-MillhousesStreet
historic-landfill-site:EAHLD04394	WentworthRoad
historic-landfill-site:EAHLD04395	GreensideLane	CapperPassLimited
historic-landfill-site:EAHLD04396	Landadjacentto65MarketStreet	TandWBrown
historic-landfill-site:EAHLD04397	FormerQuarry	EdgarAllenBalfourSteelsLimited
historic-landfill-site:EAHLD04398	NorthFerribyTip	MrCBell
historic-landfill-site:EAHLD06324	FrankhamQuarry
historic-landfill-site:EAHLD06325	CauseyPark	NorthumberlandCountyCouncil
historic-landfill-site:EAHLD06329	EastofOldDryburnQuarries	NorthumberlandCountyCouncil
