area	name	parent-statistical-geography
civil-parish-boundary:E04012194	West Bletchley	E06000042
civil-parish-boundary:E04012195	Whitehouse	E06000042
civil-parish-boundary:E04012196	Woburn Sands	E06000042
civil-parish-boundary:E04012197	Wolverton and Greenleys	E06000042
civil-parish-boundary:E04012200	Graveley	E07000099
civil-parish-boundary:E04012201	High Laver	E07000072
civil-parish-boundary:E04012202	Little Laver	E07000072
civil-parish-boundary:E04012203	Matching	E07000072
civil-parish-boundary:E04012205	Wasperton	E07000222
civil-parish-boundary:E04012206	Chittlehampton	E07000043
civil-parish-boundary:E04012207	Swimbridge	E07000043
civil-parish-boundary:E04012208	Asthall	E07000181
civil-parish-boundary:E04012209	Brize Norton	E07000181
civil-parish-boundary:E04012210	Burford	E07000181
civil-parish-boundary:E04012211	Carterton	E07000181
civil-parish-boundary:E04012212	Cornbury and Wychwood	E07000181
civil-parish-boundary:E04012213	Finstock	E07000181
civil-parish-boundary:E04012214	Minster Lovell	E07000181
civil-parish-boundary:E04012215	Ramsden	E07000181
civil-parish-boundary:E04012216	Shilton	E07000181
civil-parish-boundary:E04012217	Ingol and Tanterton	E07000123
civil-parish-boundary:E04012218	Birchanger	E07000077
civil-parish-boundary:E04012219	Stansted Mountfitchet	E07000077
civil-parish-boundary:E04012220	Sutton	E07000205
civil-parish-boundary:E04012221	Sutton Heath	E07000205
civil-parish-boundary:E04012222	Colney Heath	E07000240
civil-parish-boundary:E04012223	North Mymms	E07000241
civil-parish-boundary:E04012224	Campbell Park	E06000042
civil-parish-boundary:E04012225	Central Milton Keynes	E06000042
civil-parish-boundary:E04012226	Old Woughton	E06000042
civil-parish-boundary:E04012227	Woughton on the Green	E06000042
civil-parish-boundary:E04012228	Great Ashby	E07000099
civil-parish-boundary:E04012229	Weston	E07000099
civil-parish-boundary:E04012232	Pegswood	E06000057
civil-parish-boundary:E04012233	Ashington	E06000057
civil-parish-boundary:E04012234	Sherborne St John	E07000084
civil-parish-boundary:E04012235	Appletreewick	E07000163
civil-parish-boundary:E04012236	Carleton	E07000163
civil-parish-boundary:E04012238	Cracoe	E07000163
civil-parish-boundary:E04012239	Draughton	E07000163
civil-parish-boundary:E04012240	Giggleswick	E07000163
civil-parish-boundary:E04012242	Hartlington	E07000163
civil-parish-boundary:E04012243	Hebden	E07000163
civil-parish-boundary:E04012244	Hetton-cum-Bordley	E07000163
civil-parish-boundary:E04012245	Linton	E07000163
civil-parish-boundary:E04012247	Rathmell	E07000163
civil-parish-boundary:E04012250	Sutton	E07000163
civil-parish-boundary:E04012251	Petersfield	E07000085
civil-parish-boundary:E04012252	Sheet	E07000085
civil-parish-boundary:E04012253	Rawdon	E08000035
civil-parish-boundary:E04012254	Oswestry	E06000051
civil-parish-boundary:E04012255	Oswestry Rural	E06000051
civil-parish-boundary:E04012256	Whittington	E06000051
civil-parish-boundary:E04012257	Fairfield	E06000056
civil-parish-boundary:E04012258	Stotfold	E06000056
civil-parish-boundary:E04012259	Fernhurst	E07000225
civil-parish-boundary:E04012260	Linchmere	E07000225
civil-parish-boundary:E04012261	Brendon and Countisbury	E07000043
civil-parish-boundary:E04012262	Clipstone	E07000175
civil-parish-boundary:E04012263	Kings Clipstone	E07000175
civil-parish-boundary:E04012264	Braunstone	E07000129
civil-parish-boundary:E04012265	Leicester Forest East	E07000129
civil-parish-boundary:E04012266	Ruyton-XI-Towns	E06000051
civil-parish-boundary:E04012267	West Felton	E06000051
civil-parish-boundary:E04012268	Embsay with Eastby	E07000163
civil-parish-boundary:E04012269	Skipton	E07000163
civil-parish-boundary:E04012271	Castle Rising	E07000146
civil-parish-boundary:E04012272	North Wootton	E07000146
civil-parish-boundary:E04012273	South Wootton	E07000146
civil-parish-boundary:E04012274	Terrington St. Clement	E07000146
civil-parish-boundary:E04012275	Walpole Cross Keys	E07000146
civil-parish-boundary:E04012276	Barking	E07000203
civil-parish-boundary:E04012277	Darmsden	E07000203
civil-parish-boundary:E04012278	Craster	E06000057
civil-parish-boundary:E04012279	Embleton	E06000057
civil-parish-boundary:E04012280	Myland	E07000071
civil-parish-boundary:E04012281	Crewe	E06000049
civil-parish-boundary:E04012282	Leighton	E06000049
civil-parish-boundary:E04012283	Holdenhurst Village	E06000028
civil-parish-boundary:E04012284	Collingtree	E07000154
civil-parish-boundary:E04012285	Great Houghton	E07000154
civil-parish-boundary:E04012286	Hardingstone	E07000154
civil-parish-boundary:E04012287	Hunsbury Meadows	E07000154
civil-parish-boundary:E04012288	Upton	E07000154
civil-parish-boundary:E04012289	West Hunsbury	E07000154
civil-parish-boundary:E04012291	Hedley	E06000057
civil-parish-boundary:E04012292	Walkern	E07000242
civil-parish-boundary:E04012293	Croxley Green	E07000102
civil-parish-boundary:E04012294	Crostwick	E07000144
civil-parish-boundary:E04012295	Spixworth	E07000144
civil-parish-boundary:E04012296	Queen's Park	E09000033
civil-parish-boundary:E04012297	Austwick	E07000163
civil-parish-boundary:E04012298	Cononley	E07000163
civil-parish-boundary:E04012299	Cowling	E07000163
civil-parish-boundary:E04012300	Farnhill	E07000163
civil-parish-boundary:E04012301	Gargrave	E07000163
civil-parish-boundary:E04012302	Glusburn and Cross Hills	E07000163
civil-parish-boundary:E04012303	Hellifield	E07000163
civil-parish-boundary:E04012304	Kildwick	E07000163
civil-parish-boundary:E04012305	Lawkland	E07000163
civil-parish-boundary:E04012306	Long Preston	E07000163
civil-parish-boundary:E04012307	Lothersdale	E07000163
civil-parish-boundary:E04012308	Settle	E07000163
civil-parish-boundary:E04012309	Stirton with Thorlby	E07000163
civil-parish-boundary:E04012314	Ousden	E07000204
civil-parish-boundary:E04012315	Wickhambrook	E07000204
civil-parish-boundary:E04012316	Balsall	E08000029
civil-parish-boundary:E04012317	Chadwick End	E08000029
civil-parish-boundary:E04012318	Chidham and Hambrook	E07000225
civil-parish-boundary:E04012319	Southbourne	E07000225
civil-parish-boundary:E04012320	Affpuddle and Turnerspuddle	E07000051
civil-parish-boundary:E04012321	Arne	E07000051
civil-parish-boundary:E04012322	Bere Regis	E07000051
civil-parish-boundary:E04012323	Corfe Castle	E07000051
civil-parish-boundary:E04012324	Morden	E07000051
civil-parish-boundary:E04012325	Steeple with Tyneham	E07000051
civil-parish-boundary:E04012326	Wareham St. Martin	E07000051
civil-parish-boundary:E04012327	Wareham Town	E07000051
civil-parish-boundary:E04012328	Worth Matravers	E07000051
civil-parish-boundary:E04012329	Bitteswell with Bittesby	E07000131
civil-parish-boundary:E04012330	Broughton Astley	E07000131
civil-parish-boundary:E04012331	Dunton Bassett	E07000131
civil-parish-boundary:E04012332	Kibworth Beauchamp	E07000131
civil-parish-boundary:E04012333	Kibworth Harcourt	E07000131
civil-parish-boundary:E04012334	Britwell	E06000039
civil-parish-boundary:E04012335	Chelveston-cum-Caldecott	E07000152
civil-parish-boundary:E04012336	Higham Ferrers	E07000152
civil-parish-boundary:E04012337	Irthlingborough	E07000152
civil-parish-boundary:E04012338	Islip	E07000152
civil-parish-boundary:E04012339	Lutton	E07000152
civil-parish-boundary:E04012340	Raunds	E07000152
civil-parish-boundary:E04012341	Ringstead	E07000152
civil-parish-boundary:E04012342	Stanwick	E07000152
civil-parish-boundary:E04012343	Thrapston	E07000152
civil-parish-boundary:E04012344	Warmington	E07000152
civil-parish-boundary:E04012345	Leybourne	E07000115
civil-parish-boundary:E04012346	Ryarsh	E07000115
civil-parish-boundary:E04012347	East Hunsbury	E07000154
civil-parish-boundary:E04012348	Wootton	E07000154
civil-parish-boundary:E04012349	Elslack	E07000163
civil-parish-boundary:E04012350	Thornton in Craven	E07000163
civil-parish-boundary:E04012351	Alcester	E07000221
civil-parish-boundary:E04012352	Beaudesert	E07000221
civil-parish-boundary:E04012353	Binton	E07000221
civil-parish-boundary:E04012354	Coughton	E07000221
civil-parish-boundary:E04012355	Exhall	E07000221
civil-parish-boundary:E04012356	Haselor	E07000221
civil-parish-boundary:E04012357	Henley-in-Arden	E07000221
civil-parish-boundary:E04012358	Luddington	E07000221
civil-parish-boundary:E04012359	Sambourne	E07000221
civil-parish-boundary:E04012360	Stratford-upon-Avon	E07000221
civil-parish-boundary:E04012361	Ullenhall	E07000221
civil-parish-boundary:E04012362	Welford-on-Avon	E07000221
civil-parish-boundary:E04012363	Wilmcote	E07000221
civil-parish-boundary:E04012364	Wootton Wawen	E07000221
civil-parish-boundary:E04012365	Bicester	E07000177
civil-parish-boundary:E04012366	Bucknell	E07000177
civil-parish-boundary:E04012367	Caversfield	E07000177
civil-parish-boundary:E04012368	Chesterton	E07000177
civil-parish-boundary:E04012369	Barrow	E07000124
civil-parish-boundary:E04012370	Wiswell	E07000124
civil-parish-boundary:E04012371	Cadeby	E07000132
civil-parish-boundary:E04012372	Market Bosworth	E07000132
civil-parish-boundary:E04012373	Shipley	E07000227
civil-parish-boundary:E04012374	Southwater	E07000227
civil-parish-boundary:E04012375	Cirencester	E07000079
civil-parish-boundary:E04012376	Coates	E07000079
civil-parish-boundary:E04012377	Coberley	E07000079
civil-parish-boundary:E04012378	Colesbourne	E07000079
civil-parish-boundary:E04012379	Cowley	E07000079
civil-parish-boundary:E04012380	Elkstone	E07000079
civil-parish-boundary:E04012381	Fairford	E07000079
civil-parish-boundary:E04012382	Kempsford	E07000079
civil-parish-boundary:E04012383	Poole Keynes	E07000079
civil-parish-boundary:E04012384	Preston	E07000079
civil-parish-boundary:E04012385	Rodmarton	E07000079
civil-parish-boundary:E04012386	Siddington	E07000079
civil-parish-boundary:E04012387	Somerford Keynes	E07000079
civil-parish-boundary:E04012388	Tetbury	E07000079
civil-parish-boundary:E04012389	Tetbury Upton	E07000079
civil-parish-boundary:E04012390	Ash-cum-Ridley	E07000111
civil-parish-boundary:E04012391	Brasted	E07000111
civil-parish-boundary:E04012392	Eynsford	E07000111
civil-parish-boundary:E04012393	Hartley	E07000111
civil-parish-boundary:E04012394	Hextable	E07000111
civil-parish-boundary:E04012395	Leigh	E07000111
civil-parish-boundary:E04012396	Otford	E07000111
civil-parish-boundary:E04012397	Penshurst	E07000111
civil-parish-boundary:E04012399	Swanley	E07000111
civil-parish-boundary:E04012400	Westerham	E07000111
civil-parish-boundary:E04012401	Elmton with Creswell	E07000033
civil-parish-boundary:E04012402	Whitwell	E07000033
civil-parish-boundary:E04012403	Cawston	E07000220
civil-parish-boundary:E04012404	Dunchurch	E07000220
civil-parish-boundary:E04012405	Long Lawford	E07000220
civil-parish-boundary:E04012406	Ross-on-Wye	E06000019
civil-parish-boundary:E04012407	Brandon	E07000201
civil-parish-boundary:E04012408	Hathersage	E07000035
civil-parish-boundary:E04012409	Chevening	E07000111
civil-parish-boundary:E04012410	Sevenoaks Weald	E07000111
civil-parish-boundary:E04012411	Penrith	E07000030
civil-parish-boundary:E04012412	Norton and Cuckney	E07000171
civil-parish-boundary:E04012413	North and South Wheatley	E07000171
civil-parish-boundary:E04012420	Cottesmore	E06000017
civil-parish-boundary:E04012421	Greetham	E06000017
civil-parish-boundary:E04012422	Whitehaven	E07000029
civil-parish-boundary:E04012423	Brickhill	E06000055
civil-parish-boundary:E04012424	Ravensden	E06000055
civil-parish-boundary:E04012425	Donnington and Muxton	E06000020
civil-parish-boundary:E04012426	Lilleshall	E06000020
civil-parish-boundary:E04012427	Barford	E07000222
civil-parish-boundary:E04012429	Budbrooke	E07000222
civil-parish-boundary:E04012430	Burton Green	E07000222
civil-parish-boundary:E04012431	Kenilworth	E07000222
civil-parish-boundary:E04012432	Leek Wootton and Guy's Cliffe	E07000222
civil-parish-boundary:E04012433	Old Milverton	E07000222
civil-parish-boundary:E04012434	Royal Leamington Spa	E07000222
civil-parish-boundary:E04012435	Stoneleigh	E07000222
civil-parish-boundary:E04012438	Bobbing	E07000113
civil-parish-boundary:E04012439	Borden	E07000113
civil-parish-boundary:E04012440	Tunstall	E07000113
civil-parish-boundary:E04012441	Newton	E07000176
civil-parish-boundary:E04012442	Shelford	E07000176
civil-parish-boundary:E04012443	Cransley	E07000153
civil-parish-boundary:E04012444	Mawsley	E07000153
civil-parish-boundary:E04012445	Rushton	E07000153
civil-parish-boundary:E04012446	Wilbarston	E07000153
civil-parish-boundary:E04012447	Pen Selwood	E07000189
civil-parish-boundary:E04012448	Stoke Trister	E07000189
civil-parish-boundary:E04012449	Horncliffe	E06000057
civil-parish-boundary:E04012450	Norham	E06000057
civil-parish-boundary:E04012451	Langwith	E07000033
civil-parish-boundary:E04012452	Scarcliffe	E07000033
civil-parish-boundary:E04012453	Crichel	E07000049
civil-parish-boundary:E04012454	Hinton	E07000049
civil-parish-boundary:E04012455	Sixpenny Handley and Pentridge	E07000049
civil-parish-boundary:E04012456	Horton	E07000049
civil-parish-boundary:E04012457	Verwood	E07000049
civil-parish-boundary:E04012459	West Moors	E07000049
civil-parish-boundary:E04012461	West Parley	E07000049
civil-parish-boundary:E04012462	Colehill	E07000049
civil-parish-boundary:E04012463	Ferndown Town	E07000049
civil-parish-boundary:E04012464	Wimborne Minster	E07000049
civil-parish-boundary:E04012465	Broad Clyst	E07000040
civil-parish-boundary:E04012466	Clyst Honiton	E07000040
civil-parish-boundary:E04012467	Cranbrook	E07000040
civil-parish-boundary:E04012468	Rockbeare	E07000040
civil-parish-boundary:E04012469	Whimple	E07000040
civil-parish-boundary:E04012470	Exton and Horn	E06000017
civil-parish-boundary:E04012471	Macclesfield	E06000049
civil-parish-boundary:E04012472	Westgate-on-Sea	E07000114
civil-parish-boundary:E04012473	Brightwell-cum-Sotwell	E07000179
civil-parish-boundary:E04012474	Cholsey	E07000179
civil-parish-boundary:E04012475	Clifton Hampden	E07000179
civil-parish-boundary:E04012476	Culham	E07000179
civil-parish-boundary:E04012477	Didcot	E07000179
civil-parish-boundary:E04012478	East Hagbourne	E07000179
civil-parish-boundary:E04012479	Eye and Dunsden	E07000179
civil-parish-boundary:E04012480	Goring Heath	E07000179
civil-parish-boundary:E04012481	Great Milton	E07000179
civil-parish-boundary:E04012482	Harpsden	E07000179
civil-parish-boundary:E04012483	Henley-on-Thames	E07000179
civil-parish-boundary:E04012484	Holton	E07000179
civil-parish-boundary:E04012485	Kidmore End	E07000179
civil-parish-boundary:E04012486	Long Wittenham	E07000179
civil-parish-boundary:E04012487	Marsh Baldon	E07000179
civil-parish-boundary:E04012488	North Moreton	E07000179
civil-parish-boundary:E04012489	Nuneham Courtenay	E07000179
civil-parish-boundary:E04012490	Pishill with Stonor	E07000179
civil-parish-boundary:E04012491	Pyrton	E07000179
civil-parish-boundary:E04012492	Shiplake	E07000179
civil-parish-boundary:E04012493	Sonning Common	E07000179
civil-parish-boundary:E04012494	South Moreton	E07000179
civil-parish-boundary:E04012495	Tiddington-with-Albury	E07000179
civil-parish-boundary:E04012496	Wallingford	E07000179
civil-parish-boundary:E04012497	Waterstock	E07000179
civil-parish-boundary:E04012498	Watlington	E07000179
civil-parish-boundary:E04012499	West Hagbourne	E07000179
civil-parish-boundary:E04012500	Wheatley	E07000179
civil-parish-boundary:E04012501	Woodcote	E07000179
civil-parish-boundary:E04012502	Appleton-with-Eaton	E07000180
civil-parish-boundary:E04012503	Besselsleigh	E07000180
civil-parish-boundary:E04012504	Cumnor	E07000180
civil-parish-boundary:E04012505	Fyfield and Tubney	E07000180
civil-parish-boundary:E04012506	Harwell	E07000180
civil-parish-boundary:E04012507	Kennington	E07000180
civil-parish-boundary:E04012508	Kingston Bagpuize with Southmoor	E07000180
civil-parish-boundary:E04012509	Longcot	E07000180
civil-parish-boundary:E04012510	Marcham	E07000180
civil-parish-boundary:E04012511	Milton	E07000180
civil-parish-boundary:E04012512	Radley	E07000180
civil-parish-boundary:E04012513	St Helen Without	E07000180
civil-parish-boundary:E04012514	Sutton Courtenay	E07000180
civil-parish-boundary:E04012515	Watchfield	E07000180
civil-parish-boundary:E04012516	Chatteris	E07000010
civil-parish-boundary:E04012517	Manea	E07000010
civil-parish-boundary:E04012518	Carkin	E07000166
civil-parish-boundary:E04012519	Forcett	E07000166
civil-parish-boundary:E04012520	Burton Salmon	E07000169
civil-parish-boundary:E04012521	Byram cum Sutton	E07000169
civil-parish-boundary:E04012522	Cridling Stubbs	E07000169
civil-parish-boundary:E04012523	Selby	E07000169
civil-parish-boundary:E04012524	Sherburn in Elmet	E07000169
civil-parish-boundary:E04012525	South Milford	E07000169
civil-parish-boundary:E04012526	Wistow	E07000169
civil-parish-boundary:E04012527	Womersley	E07000169
civil-parish-boundary:E04012528	Acton Bridge	E06000050
civil-parish-boundary:E04012529	Anderton with Marbury	E06000050
civil-parish-boundary:E04012530	Aston	E06000050
civil-parish-boundary:E04012531	Barnton	E06000050
civil-parish-boundary:E04012532	Carden	E06000050
civil-parish-boundary:E04012533	Clutton	E06000050
civil-parish-boundary:E04012534	Crowton	E06000050
civil-parish-boundary:E04012535	Cuddington (Weaver and Cuddington Ward)	E06000050
civil-parish-boundary:E04012536	Davenham	E06000050
civil-parish-boundary:E04012538	Dutton	E06000050
civil-parish-boundary:E04012539	Frodsham	E06000050
civil-parish-boundary:E04012540	Golborne David	E06000050
civil-parish-boundary:E04012541	Great Boughton	E06000050
civil-parish-boundary:E04012542	Guilden Sutton	E06000050
civil-parish-boundary:E04012543	Hartford	E06000050
civil-parish-boundary:E04012544	Kelsall	E06000050
civil-parish-boundary:E04012545	Kingsley	E06000050
civil-parish-boundary:E04012546	Lach Dennis	E06000050
civil-parish-boundary:E04012547	Ledsham	E06000050
civil-parish-boundary:E04012548	Little Budworth	E06000050
civil-parish-boundary:E04012549	Little Leigh	E06000050
civil-parish-boundary:E04012550	Littleton	E06000050
civil-parish-boundary:E04012551	Lostock Gralam	E06000050
civil-parish-boundary:E04012553	Manley	E06000050
civil-parish-boundary:E04012554	Mouldsworth	E06000050
civil-parish-boundary:E04012555	Norley	E06000050
civil-parish-boundary:E04012556	Northwich	E06000050
civil-parish-boundary:E04012557	Rowton	E06000050
civil-parish-boundary:E04012558	Rudheath	E06000050
civil-parish-boundary:E04012559	Rushton	E06000050
civil-parish-boundary:E04012560	Sutton Weaver	E06000050
civil-parish-boundary:E04012561	Tarporley	E06000050
civil-parish-boundary:E04012562	Threapwood	E06000050
civil-parish-boundary:E04012563	Utkinton and Cotebrook	E06000050
civil-parish-boundary:E04012564	Weaverham	E06000050
civil-parish-boundary:E04012565	Willington	E06000050
civil-parish-boundary:E04012566	Aldford and Saighton	E06000050
civil-parish-boundary:E04012567	Hargrave and Huxley	E06000050
civil-parish-boundary:E04012568	Ashton Hayes and Horton-cum-Peel	E06000050
civil-parish-boundary:E04012569	Backford	E06000050
civil-parish-boundary:E04012570	No Man's Heath and District	E06000050
civil-parish-boundary:E04012571	Dunham-on-the-Hill and Hapsford	E06000050
civil-parish-boundary:E04012572	Mickle Trafford and District	E06000050
civil-parish-boundary:E04012573	Tushingham-cum-Grindley, Macefen and Bradley	E06000050
civil-parish-boundary:E04012574	Tarvin	E06000050
civil-parish-boundary:E04012575	Duddon and Burton	E06000050
civil-parish-boundary:E04012576	Shocklach Oviatt and District	E06000050
civil-parish-boundary:E04012577	Clotton Hoofield	E06000050
civil-parish-boundary:E04012578	Christleton	E06000050
civil-parish-boundary:E04012579	Churton	E06000050
civil-parish-boundary:E04012580	Waverton	E06000050
civil-parish-boundary:E04012581	Farndon	E06000050
civil-parish-boundary:E04012582	Delamere and Oakmere	E06000050
civil-parish-boundary:E04012583	Dodleston	E06000050
civil-parish-boundary:E04012584	Eaton and Eccleston	E06000050
civil-parish-boundary:E04012585	Poulton and Pulford	E06000050
civil-parish-boundary:E04012586	Tattenhall and District	E06000050
civil-parish-boundary:E04012587	Tilston	E06000050
civil-parish-boundary:E04012588	Malpas	E06000050
civil-parish-boundary:E04012589	Puddington	E06000050
civil-parish-boundary:E04012590	Saughall and Shotwick Park	E06000050
civil-parish-boundary:E04012591	Stanthorne and Wimboldsley	E06000050
civil-parish-boundary:E04012592	Tiverton and Tilstone Fearnall	E06000050
civil-parish-boundary:E04012593	Bardsey cum Rigton	E08000035
civil-parish-boundary:E04012594	Boston Spa	E08000035
civil-parish-boundary:E04012595	Bramham cum Oglethorpe	E08000035
civil-parish-boundary:E04012596	Bramhope	E08000035
civil-parish-boundary:E04012597	Horsforth	E08000035
civil-parish-boundary:E04012598	Morley	E08000035
civil-parish-boundary:E04012599	Pool	E08000035
civil-parish-boundary:E04012600	Scarcroft	E08000035
civil-parish-boundary:E04012601	Thorp Arch	E08000035
civil-parish-boundary:E04012602	Walton	E08000035
civil-parish-boundary:E04012603	Wetherby	E08000035
civil-parish-boundary:E04012604	Carlton	E08000035
civil-parish-boundary:E04012605	Badgers Mount	E07000111
civil-parish-boundary:E04012606	Shoreham	E07000111
civil-parish-boundary:E04012607	Hughenden	E07000007
civil-parish-boundary:E04012608	Lacey Green	E07000007
civil-parish-boundary:E04012609	Covingham	E06000030
civil-parish-boundary:E04012610	Cassop-cum-Quarrington	E06000047
civil-parish-boundary:E04012611	Shincliffe	E06000047
civil-parish-boundary:E04012612	Balderton	E07000175
civil-parish-boundary:E04012613	Coddington	E07000175
civil-parish-boundary:E04012614	Farndon	E07000175
civil-parish-boundary:E04012615	Hawton	E07000175
civil-parish-boundary:E04012616	Newark	E07000175
civil-parish-boundary:E04012617	Hugill	E07000031
civil-parish-boundary:E04012618	Kentmere	E07000031
civil-parish-boundary:E04012619	Skelsmergh and Scalthwaiterigg	E07000031
civil-parish-boundary:E04012620	Witherslack, Meathop and Ulpha	E07000031
civil-parish-boundary:E04012621	Finham	E08000026
civil-parish-boundary:E04012622	Wixams	E06000055
civil-parish-boundary:E04012623	Wilshamstead	E06000055
civil-parish-boundary:E04012624	Dodington	E06000025
civil-parish-boundary:E04012625	Emersons Green	E06000025
civil-parish-boundary:E04012626	Frampton Cotterell	E06000025
civil-parish-boundary:E04012627	Hill	E06000025
civil-parish-boundary:E04012628	Iron Acton	E06000025
civil-parish-boundary:E04012629	Oldbury-upon-Severn	E06000025
civil-parish-boundary:E04012630	Patchway	E06000025
civil-parish-boundary:E04012631	Pucklechurch	E06000025
civil-parish-boundary:E04012632	Rangeworthy	E06000025
civil-parish-boundary:E04012633	Sodbury	E06000025
civil-parish-boundary:E04012634	Stoke Lodge and The Common	E06000025
civil-parish-boundary:E04012635	Westerleigh	E06000025
civil-parish-boundary:E04012636	Winterbourne	E06000025
civil-parish-boundary:E04012637	Yate	E06000025
civil-parish-boundary:E04012638	Kidderminster	E07000239
civil-parish-boundary:E04012639	Ambrosden	E07000177
civil-parish-boundary:E04012640	Banbury	E07000177
civil-parish-boundary:E04012641	Blackthorn	E07000177
civil-parish-boundary:E04012642	Bodicote	E07000177
civil-parish-boundary:E04012643	Drayton	E07000177
civil-parish-boundary:E04012644	Hanwell	E07000177
civil-parish-boundary:E04012645	Sherfield on Loddon	E07000084
civil-parish-boundary:E04012646	Sherfield Park	E07000084
civil-parish-boundary:E04012647	Bingley	E08000032
civil-parish-boundary:E04012648	Pannal and Burn Bridge	E07000165
civil-parish-boundary:E04012649	Archdeacon Newton	E06000005
civil-parish-boundary:E04012650	Hurworth	E06000005
civil-parish-boundary:E04012651	Middleton St George	E06000005
civil-parish-boundary:E04012652	Neasham	E06000005
civil-parish-boundary:E04012653	Sutton Coldfield	E08000025
civil-parish-boundary:E04012654	Clent	E07000234
civil-parish-boundary:E04012655	Hagley	E07000234
civil-parish-boundary:E04012656	Pevensey	E07000065
civil-parish-boundary:E04012657	Westham	E07000065
civil-parish-boundary:E04012658	Batchworth	E07000102
civil-parish-boundary:E04012659	Abdon and Heath	E06000051
civil-parish-boundary:E04012660	Ottery St. Mary	E07000040
civil-parish-boundary:E04012661	West Hill	E07000040
civil-parish-boundary:E04012662	Blunsdon	E06000030
civil-parish-boundary:E04012663	Central Swindon North	E06000030
civil-parish-boundary:E04012664	Central Swindon South	E06000030
civil-parish-boundary:E04012665	Chiseldon	E06000030
civil-parish-boundary:E04012666	Haydon Wick	E06000030
civil-parish-boundary:E04012667	Highworth	E06000030
civil-parish-boundary:E04012668	Nythe, Eldene and Liden	E06000030
civil-parish-boundary:E04012669	South Marston	E06000030
civil-parish-boundary:E04012670	St Andrews	E06000030
civil-parish-boundary:E04012671	Stratton St Margaret	E06000030
civil-parish-boundary:E04012672	West Swindon	E06000030
civil-parish-boundary:E04012673	Wroughton	E06000030
civil-parish-boundary:E04012674	Aldcliffe-with-Stodday	E07000121
civil-parish-boundary:E04012675	Barleythorpe	E06000017
civil-parish-boundary:E04012676	Oakham	E06000017
civil-parish-boundary:E04012677	Corton	E07000206
civil-parish-boundary:E04012678	Lowestoft	E07000206
civil-parish-boundary:E04012679	Oulton Broad	E07000206
civil-parish-boundary:E04012680	Bishops Cannings	E06000054
civil-parish-boundary:E04012681	Bishopstrow	E06000054
civil-parish-boundary:E04012682	Box	E06000054
civil-parish-boundary:E04012683	Britford	E06000054
civil-parish-boundary:E04012684	Broughton Gifford	E06000054
civil-parish-boundary:E04012685	Calne	E06000054
civil-parish-boundary:E04012686	Calne Without	E06000054
civil-parish-boundary:E04012687	Chippenham	E06000054
civil-parish-boundary:E04012688	Corsham	E06000054
civil-parish-boundary:E04012689	Devizes	E06000054
civil-parish-boundary:E04012690	Hilperton	E06000054
civil-parish-boundary:E04012691	Landford	E06000054
civil-parish-boundary:E04012692	Laverstock	E06000054
civil-parish-boundary:E04012693	Melksham	E06000054
civil-parish-boundary:E04012694	Melksham Without	E06000054
civil-parish-boundary:E04012695	Netherhampton	E06000054
civil-parish-boundary:E04012696	Quidhampton	E06000054
civil-parish-boundary:E04012697	Redlynch	E06000054
civil-parish-boundary:E04012698	Salisbury	E06000054
civil-parish-boundary:E04012699	South Newton	E06000054
civil-parish-boundary:E04012700	Sutton Veny	E06000054
civil-parish-boundary:E04012701	Trowbridge	E06000054
civil-parish-boundary:E04012702	Warminster	E06000054
civil-parish-boundary:E04012703	West Ashton	E06000054
civil-parish-boundary:E04012704	Wingfield	E06000054
civil-parish-boundary:E04012705	Alnwick	E06000057
civil-parish-boundary:E04012706	Denwick	E06000057
civil-parish-boundary:E04012707	Bishop's Tachbrook	E07000222
civil-parish-boundary:E04012708	Warwick	E07000222
civil-parish-boundary:E04012709	Whitnash	E07000222
civil-parish-boundary:E04012710	Bury St Edmunds	E07000204
civil-parish-boundary:E04012711	Clare	E07000204
civil-parish-boundary:E04012712	Culford	E07000204
civil-parish-boundary:E04012713	Fornham All Saints	E07000204
civil-parish-boundary:E04012714	Fornham St. Genevieve	E07000204
civil-parish-boundary:E04012715	Great Barton	E07000204
civil-parish-boundary:E04012716	Haverhill	E07000204
civil-parish-boundary:E04012717	Hengrave	E07000204
civil-parish-boundary:E04012718	Kedington	E07000204
civil-parish-boundary:E04012719	Little Wratting	E07000204
civil-parish-boundary:E04012720	Market Weston	E07000204
civil-parish-boundary:E04012721	Nowton	E07000204
civil-parish-boundary:E04012722	Poslingford	E07000204
civil-parish-boundary:E04012723	Rushbrooke with Rougham	E07000204
civil-parish-boundary:E04012724	Thelnetham	E07000204
civil-parish-boundary:E04012725	Westley	E07000204
civil-parish-boundary:E04012726	Barrow upon Trent	E07000039
civil-parish-boundary:E04012727	Stenson Fields	E07000039
civil-parish-boundary:E04012728	Twyford and Stenson	E07000039
civil-parish-boundary:E04012729	Bryher	E06000053
civil-parish-boundary:E04012730	St Agnes	E06000053
civil-parish-boundary:E04012731	St Martin's	E06000053
civil-parish-boundary:E04012732	St Mary's	E06000053
civil-parish-boundary:E04012733	Tresco	E06000053
civil-parish-boundary:E04012734	Grantchester	E07000012
civil-parish-boundary:E04012735	Haslingfield	E07000012
civil-parish-boundary:E04012736	Hauxton	E07000012
civil-parish-boundary:E04012737	South Trumpington	E07000012
civil-parish-boundary:E04012738	Badley	E07000203
civil-parish-boundary:E04012739	Combs	E07000203
