OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,Easting,Northing
http://opendatacommunities.org/id/district-council/aylesbury-vale,Aylesbury Vale,AYL110,,"Kingfisher House, 61 Walton Street, Aylesbury",https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,ETRS89,-0.808652,51.813696,0.42,not owned by a public authority,yes,permissioned,full planning permission,01/04/2015,,,48,,,,48,48,,,,19/12/2017,19/12/2017,482222,213455
http://opendatacommunities.org/id/district-council/aylesbury-vale,Aylesbury Vale,AYL111,,"Wing House, 5 Britannia Street, Aylesbury",https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,ETRS89,-0.810562,51.817735,0.03,not owned by a public authority,yes,permissioned,full planning permission,16/04/2015,,,18,,,,18,18,,,,19/12/2017,19/12/2017,482083,213902
http://opendatacommunities.org/id/district-council/aylesbury-vale,Aylesbury Vale,AYL115,,"Rabans Lane, Aylesbury",https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,ETRS89,-0.847259,51.823765,6.6,not owned by a public authority,yes,not permissioned,,,,,200,,,,200,200,,,,19/12/2017,19/12/2017,479543,214532
http://opendatacommunities.org/id/district-council/aylesbury-vale,Aylesbury Vale,AYL116,,"Western House, 14 Rickfords Hill",https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,ETRS89,-0.815533,51.815735,0.04,not owned by a public authority,yes,permissioned,full planning permission,29/02/2016,,,15,,,,15,15,,,,19/12/2017,19/12/2017,481744,213674
http://opendatacommunities.org/id/district-council/aylesbury-vale,Aylesbury Vale,AYL123,,37 Bicester Road,https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,ETRS89,-0.818208,51.821597,0.05,not owned by a public authority,yes,permissioned,full planning permission,07/09/2016,,,8,,,,8,8,,,,19/12/2017,19/12/2017,481549,214323
http://opendatacommunities.org/id/district-council/aylesbury-vale,Aylesbury Vale,BUC005,,Police Station and Land adjacent 38 Moreton Road,https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,ETRS89,-0.985464,52.003363,0.21,not owned by a public authority,yes,permissioned,full planning permission,11/05/2015,,,13,,,,13,13,,,,19/12/2017,19/12/2017,469740,234365
http://opendatacommunities.org/id/district-council/aylesbury-vale,Aylesbury Vale,BUC060,,"Land to south of the A421 and east of A413, London Road",https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,ETRS89,-0.970841,51.989857,5.1,not owned by a public authority,yes,permissioned,full planning permission,28/10/2009,,,117,,,,117,117,,,,19/12/2017,19/12/2017,470765,232877
http://opendatacommunities.org/id/district-council/aylesbury-vale,Aylesbury Vale,BUC061,,"Bridge Street, Buckingham",https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,ETRS89,-0.986049,51.999385,0.59,not owned by a public authority,yes,permissioned,full planning permission,01/10/1998,,,103,,,,103,103,,,,19/12/2017,19/12/2017,469706,233922
http://opendatacommunities.org/id/district-council/aylesbury-vale,Aylesbury Vale,BUC064,,Land between  Bridge Street and Well Street (Neighbourhood Plan Site 'K'),https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,ETRS89,-1.001816,52.035142,0.22,not owned by a public authority,yes,not permissioned,,,,,28,,,,28,28,,,,19/12/2017,19/12/2017,468569,237884
http://opendatacommunities.org/id/district-council/aylesbury-vale,Aylesbury Vale,SHM015,,"The Lindens Care Home, Stoke House, Fenny Road",https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,ETRS89,-0.716454,51.972119,0.91,not owned by a public authority,yes,permissioned,full planning permission,18/08/2014,,,12,,,,12,12,,,,19/12/2017,19/12/2017,488267,231182
http://opendatacommunities.org/id/district-council/aylesbury-vale,Aylesbury Vale,SMD011,,"Bucks Sport and Social Club, Lower Road",https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,ETRS89,-0.806232,51.794942,3.73,not owned by a public authority,yes,not permissioned,,,,,100,,,,100,100,,,,19/12/2017,19/12/2017,482423,211372
http://opendatacommunities.org/id/district-council/aylesbury-vale,Aylesbury Vale,WTV024,,"Mount Pleasant, Tamarisk Way",https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,ETRS89,-0.781822,51.795106,1.03,not owned by a public authority,yes,permissioned,full planning permission,10/02/2014,,,27,,,,27,27,,,,19/12/2017,19/12/2017,484106,211418
